filename,call_id,call_type,date,time,duration_seconds,agent_name,sentiment,issue_resolved,issue_category,sale_completed,product_category,customer_id,agent_id,language,call_quality,handle_time_efficient,follow_up_required
call_000037.json,37,general,2025-09-14,14:21:11,42.0,James,negative,False,retention,N/A,N/A,CUST75211,AGENT7018,English,fair,yes,no
call_000038.json,38,support,2025-08-15,15:23:23,42.8,Emily,negative,True,retention,N/A,N/A,CUST20077,AGENT3255,English,fair,no,no
call_000039.json,39,retention,2025-09-05,11:07:12,46.1,Lisa,positive,True,device,N/A,N/A,CUST41029,AGENT9094,English,excellent,no,no
call_000040.json,40,technical,2025-09-04,12:54:05,38.6,Jennifer,negative,True,service_quality,N/A,N/A,CUST35729,AGENT5496,English,good,no,yes
call_000041.json,41,account,2025-10-14,13:38:09,38.7,Jennifer,negative,False,technical_support,N/A,N/A,CUST51853,AGENT6658,English,poor,yes,no
call_000042.json,42,account,2025-11-08,09:27:08,44.6,Mike,neutral,False,service_quality,N/A,N/A,CUST57943,AGENT7606,English,fair,yes,no
call_000043.json,43,support,2025-09-06,16:34:31,48.8,David,neutral,True,inquiry,N/A,N/A,CUST49294,AGENT8780,English,excellent,no,no
call_000044.json,44,retention,2025-08-17,15:33:24,42.9,Mike,neutral,True,technical_support,N/A,N/A,CUST32699,AGENT8531,English,fair,no,no
call_000045.json,45,account,2025-08-12,12:08:06,39.5,James,positive,True,inquiry,N/A,N/A,CUST86917,AGENT4920,English,good,yes,yes
call_000046.json,46,retention,2025-11-08,12:36:38,46.8,David,positive,True,billing,N/A,N/A,CUST53914,AGENT5662,English,poor,no,yes
call_000047.json,47,general,2025-08-28,08:16:41,39.4,James,neutral,False,technical_support,N/A,N/A,CUST40972,AGENT2017,English,excellent,no,no
call_000048.json,48,sales,2025-09-14,09:43:13,47.6,Emily,negative,N/A,inquiry,True,Add-on Service,CUST74071,AGENT2489,English,poor,yes,no
call_000049.json,49,sales,2025-09-20,16:08:46,44.9,Emily,neutral,N/A,account,False,Bundles,CUST10455,AGENT1372,English,fair,no,no
call_000050.json,50,account,2025-08-25,13:15:19,47.0,Emily,positive,True,device,N/A,N/A,CUST96535,AGENT9540,English,good,no,no
call_000051.json,51,billing,2025-09-23,09:34:46,45.1,Sarah,negative,False,account,N/A,N/A,CUST16755,AGENT5398,English,poor,yes,yes
call_000052.json,52,sales,2025-08-31,17:37:46,49.2,David,neutral,N/A,sales_inquiry,False,TV Package,CUST48691,AGENT3497,English,good,no,yes
call_000053.json,53,technical,2025-08-23,15:42:31,41.8,David,neutral,True,connectivity,N/A,N/A,CUST10866,AGENT9719,English,poor,yes,yes
call_000054.json,54,account,2025-08-20,08:44:10,39.1,Lisa,negative,False,billing,N/A,N/A,CUST75517,AGENT8109,English,fair,yes,yes
call_000055.json,55,sales,2025-08-25,14:49:20,38.0,David,negative,N/A,connectivity,False,Bundles,CUST93115,AGENT5478,English,poor,no,yes
call_000056.json,56,billing,2025-09-18,14:49:05,41.8,Emily,neutral,False,complaint,N/A,N/A,CUST41816,AGENT9537,English,good,no,yes
call_000057.json,57,sales,2025-10-09,13:24:17,47.8,Lisa,neutral,N/A,sales_inquiry,False,TV Package,CUST57843,AGENT2865,English,good,yes,yes
call_000058.json,58,retention,2025-08-15,14:48:21,44.5,James,negative,False,sales_inquiry,N/A,N/A,CUST23886,AGENT1172,English,excellent,no,yes
call_000059.json,59,account,2025-08-31,10:21:35,45.0,David,neutral,False,sales_inquiry,N/A,N/A,CUST70562,AGENT4798,English,poor,yes,yes
call_000060.json,60,retention,2025-08-26,09:43:08,45.8,Emily,neutral,False,technical_support,N/A,N/A,CUST25448,AGENT4908,English,fair,yes,yes
call_000061.json,61,billing,2025-10-05,11:34:18,43.1,Jennifer,negative,True,device,N/A,N/A,CUST69942,AGENT9115,English,excellent,yes,no
call_000062.json,62,general,2025-10-05,17:34:10,40.8,Robert,negative,False,technical_support,N/A,N/A,CUST48356,AGENT5740,English,fair,yes,yes
call_000063.json,63,general,2025-09-16,11:31:17,43.8,Emily,positive,False,technical_support,N/A,N/A,CUST47171,AGENT6533,English,good,no,no
call_000064.json,64,retention,2025-08-11,09:00:13,40.6,Sarah,positive,True,retention,N/A,N/A,CUST20215,AGENT3174,English,good,no,yes
call_000065.json,65,support,2025-09-16,13:50:08,41.8,Robert,positive,True,account,N/A,N/A,CUST46302,AGENT2380,English,good,no,yes
call_000066.json,66,general,2025-08-21,16:49:26,45.7,Lisa,positive,False,sales_inquiry,N/A,N/A,CUST62727,AGENT2350,English,good,no,yes
call_000067.json,67,billing,2025-10-25,08:21:51,42.9,Mike,negative,False,sales_inquiry,N/A,N/A,CUST45649,AGENT9582,English,excellent,no,yes
call_000068.json,68,technical,2025-08-15,08:11:14,44.1,James,negative,True,complaint,N/A,N/A,CUST16019,AGENT7568,English,excellent,no,no
call_000069.json,69,general,2025-10-29,08:58:14,42.2,Lisa,neutral,True,complaint,N/A,N/A,CUST64140,AGENT7102,English,poor,yes,yes
call_000070.json,70,account,2025-08-14,12:52:45,46.9,Jennifer,negative,True,inquiry,N/A,N/A,CUST15286,AGENT4522,English,fair,yes,yes
call_000071.json,71,retention,2025-09-11,08:10:59,46.2,David,neutral,True,inquiry,N/A,N/A,CUST66774,AGENT7471,English,poor,yes,no
call_000072.json,72,retention,2025-11-06,12:03:51,50.7,Emily,positive,True,retention,N/A,N/A,CUST79393,AGENT6856,English,good,yes,yes
call_000073.json,73,sales,2025-09-27,10:58:51,40.8,David,neutral,N/A,technical_support,True,Bundles,CUST17806,AGENT1359,English,good,yes,yes
call_000074.json,74,general,2025-08-29,09:59:31,46.5,Robert,positive,False,device,N/A,N/A,CUST53406,AGENT2274,English,good,no,no
call_000075.json,75,sales,2025-10-27,09:21:10,37.7,Mike,negative,N/A,sales_inquiry,False,Device,CUST31090,AGENT2228,English,excellent,no,no
call_000076.json,76,retention,2025-09-20,15:31:57,44.3,Sarah,neutral,True,service_quality,N/A,N/A,CUST21945,AGENT9914,English,poor,yes,no
call_000077.json,77,technical,2025-08-22,10:07:48,44.4,Robert,positive,True,retention,N/A,N/A,CUST32659,AGENT3738,English,good,yes,yes
call_000078.json,78,support,2025-09-26,14:16:24,38.3,Emily,positive,False,retention,N/A,N/A,CUST84976,AGENT8750,English,excellent,yes,no
call_000079.json,79,technical,2025-09-05,10:04:19,45.8,Jennifer,negative,True,complaint,N/A,N/A,CUST62872,AGENT3222,English,excellent,yes,yes
call_000080.json,80,general,2025-08-19,11:43:13,36.5,David,positive,False,service_quality,N/A,N/A,CUST95404,AGENT7709,English,excellent,yes,no
call_000081.json,81,sales,2025-08-25,14:42:20,36.0,Jennifer,negative,N/A,device,False,Add-on Service,CUST13336,AGENT9148,English,fair,no,no
call_000082.json,82,technical,2025-08-20,17:37:39,46.8,Emily,negative,True,billing,N/A,N/A,CUST71894,AGENT4187,English,excellent,no,no
call_000083.json,83,technical,2025-11-05,16:12:46,42.4,Sarah,positive,True,technical_support,N/A,N/A,CUST11845,AGENT6279,English,good,yes,yes
call_000084.json,84,retention,2025-09-24,08:24:56,46.7,David,positive,False,service_quality,N/A,N/A,CUST80088,AGENT1796,English,excellent,yes,yes
call_000085.json,85,support,2025-09-09,13:15:00,46.7,Mike,neutral,True,connectivity,N/A,N/A,CUST98032,AGENT2458,English,excellent,no,yes
call_000086.json,86,support,2025-09-12,12:53:24,35.9,Mike,negative,True,retention,N/A,N/A,CUST65278,AGENT3732,English,excellent,yes,yes
call_000087.json,87,general,2025-08-15,14:09:53,41.4,Jennifer,positive,True,complaint,N/A,N/A,CUST90335,AGENT1894,English,excellent,yes,no
call_000088.json,88,general,2025-09-24,08:52:14,42.6,James,positive,True,retention,N/A,N/A,CUST53512,AGENT8751,English,fair,no,yes
call_000089.json,89,support,2025-09-15,17:30:59,47.6,David,positive,False,complaint,N/A,N/A,CUST33226,AGENT3845,English,good,yes,no
call_000090.json,90,retention,2025-09-25,16:30:37,42.3,Robert,negative,True,inquiry,N/A,N/A,CUST97445,AGENT7839,English,fair,no,yes
call_000091.json,91,account,2025-09-14,11:58:40,47.8,Mike,positive,True,technical_support,N/A,N/A,CUST87120,AGENT9955,English,good,yes,no
call_000092.json,92,technical,2025-10-29,13:14:56,44.5,Jennifer,negative,True,account,N/A,N/A,CUST96944,AGENT6437,English,fair,no,no
call_000093.json,93,sales,2025-09-16,09:13:34,43.6,James,negative,N/A,sales_inquiry,False,Bundles,CUST94746,AGENT2181,English,good,yes,no
call_000094.json,94,retention,2025-08-17,08:30:10,41.8,Robert,positive,True,complaint,N/A,N/A,CUST38818,AGENT3234,English,poor,no,yes
call_000095.json,95,billing,2025-09-28,13:08:42,44.0,Robert,positive,True,account,N/A,N/A,CUST23113,AGENT5671,English,excellent,yes,no
call_000096.json,96,technical,2025-11-07,16:40:01,41.3,James,neutral,False,inquiry,N/A,N/A,CUST85877,AGENT7637,English,good,yes,no
call_000097.json,97,account,2025-09-24,14:30:58,44.5,James,negative,True,retention,N/A,N/A,CUST16086,AGENT1653,English,fair,yes,no
call_000098.json,98,general,2025-09-17,13:46:07,39.5,Lisa,negative,True,retention,N/A,N/A,CUST98503,AGENT8844,English,poor,yes,yes
call_000099.json,99,retention,2025-09-27,15:38:37,47.0,Emily,positive,True,billing,N/A,N/A,CUST40122,AGENT7196,English,poor,yes,yes
call_000100.json,100,support,2025-10-30,12:38:56,44.8,David,negative,False,complaint,N/A,N/A,CUST63562,AGENT5223,English,good,yes,yes
call_000101.json,101,account,2025-08-17,09:47:14,39.6,Mike,negative,False,retention,N/A,N/A,CUST31206,AGENT2642,English,good,no,no
call_000102.json,102,general,2025-10-11,17:10:43,40.2,Sarah,positive,False,connectivity,N/A,N/A,CUST57151,AGENT4919,English,excellent,yes,yes
call_000103.json,103,billing,2025-09-14,14:36:30,45.3,Emily,neutral,False,account,N/A,N/A,CUST54520,AGENT8517,English,poor,yes,no
call_000104.json,104,support,2025-08-22,13:09:49,48.3,Lisa,positive,False,billing,N/A,N/A,CUST25712,AGENT2285,English,poor,yes,yes
call_000105.json,105,general,2025-10-07,11:17:30,41.9,James,neutral,False,inquiry,N/A,N/A,CUST54970,AGENT6995,English,good,no,no
call_000106.json,106,sales,2025-09-10,09:28:47,48.0,Emily,negative,N/A,technical_support,True,Bundles,CUST44048,AGENT6914,English,fair,no,no
call_000107.json,107,support,2025-09-20,12:56:28,45.6,Emily,positive,True,technical_support,N/A,N/A,CUST86928,AGENT9535,English,poor,no,yes
call_000108.json,108,sales,2025-09-01,12:35:28,42.0,Sarah,positive,N/A,device,False,Broadband,CUST80685,AGENT3900,English,poor,no,no
call_000109.json,109,billing,2025-10-12,12:05:27,44.6,James,negative,False,account,N/A,N/A,CUST77713,AGENT5454,English,fair,no,no
call_000110.json,110,sales,2025-09-20,09:34:30,46.8,Mike,positive,N/A,device,True,Broadband,CUST35191,AGENT5097,English,poor,yes,yes
call_000111.json,111,general,2025-10-09,08:02:37,44.9,David,neutral,True,retention,N/A,N/A,CUST88146,AGENT3539,English,fair,yes,yes
call_000112.json,112,sales,2025-09-11,12:55:53,42.5,James,positive,N/A,inquiry,False,TV Package,CUST82682,AGENT3627,English,excellent,yes,no
call_000113.json,113,billing,2025-10-28,08:36:41,39.3,Lisa,negative,True,sales_inquiry,N/A,N/A,CUST96235,AGENT9026,English,fair,yes,no
call_000114.json,114,sales,2025-09-16,09:10:50,50.1,Mike,positive,N/A,device,True,Device,CUST82085,AGENT7579,English,fair,yes,no
call_000115.json,115,billing,2025-09-05,16:36:59,40.9,Robert,negative,False,inquiry,N/A,N/A,CUST30278,AGENT2544,English,excellent,no,no
call_000116.json,116,sales,2025-09-29,16:44:14,48.9,Jennifer,neutral,N/A,device,True,TV Package,CUST16621,AGENT7436,English,poor,yes,yes
call_000117.json,117,technical,2025-08-18,08:49:19,39.3,Lisa,neutral,True,device,N/A,N/A,CUST55838,AGENT8245,English,good,no,yes
call_000118.json,118,general,2025-08-22,12:03:29,42.6,David,positive,True,connectivity,N/A,N/A,CUST18729,AGENT7367,English,fair,no,yes
call_000119.json,119,support,2025-10-05,11:09:21,46.1,Lisa,negative,False,sales_inquiry,N/A,N/A,CUST96105,AGENT3248,English,excellent,no,yes
call_000120.json,120,technical,2025-10-02,15:47:59,40.4,David,negative,True,service_quality,N/A,N/A,CUST29917,AGENT4079,English,excellent,yes,yes
call_000121.json,121,support,2025-10-09,14:25:49,47.0,Lisa,negative,False,connectivity,N/A,N/A,CUST89682,AGENT7232,English,fair,no,yes
call_000122.json,122,account,2025-08-26,11:56:29,45.0,Mike,neutral,False,billing,N/A,N/A,CUST42778,AGENT6309,English,good,yes,yes
call_000123.json,123,support,2025-08-24,15:15:13,47.6,James,negative,False,inquiry,N/A,N/A,CUST96438,AGENT8794,English,poor,no,no
call_000124.json,124,support,2025-08-31,09:18:30,45.2,Sarah,positive,False,device,N/A,N/A,CUST25993,AGENT5496,English,fair,no,yes
call_000125.json,125,retention,2025-09-17,14:02:21,40.3,David,negative,False,technical_support,N/A,N/A,CUST83454,AGENT4478,English,excellent,yes,no
call_000126.json,126,billing,2025-09-25,09:09:17,44.7,Mike,neutral,False,connectivity,N/A,N/A,CUST54453,AGENT7147,English,good,no,yes
call_000127.json,127,account,2025-10-24,11:46:02,45.1,Mike,neutral,True,retention,N/A,N/A,CUST60801,AGENT9558,English,excellent,yes,no
call_000128.json,128,support,2025-09-27,16:28:03,43.4,Mike,neutral,False,device,N/A,N/A,CUST13800,AGENT8712,English,excellent,yes,no
call_000129.json,129,support,2025-09-29,15:31:01,40.4,Mike,neutral,True,billing,N/A,N/A,CUST72303,AGENT2849,English,fair,no,no
call_000130.json,130,general,2025-08-25,15:20:35,42.0,Jennifer,neutral,False,billing,N/A,N/A,CUST68355,AGENT3886,English,fair,no,yes
call_000131.json,131,account,2025-08-27,08:39:32,41.4,Mike,negative,False,sales_inquiry,N/A,N/A,CUST26718,AGENT5819,English,excellent,no,yes
call_000132.json,132,support,2025-08-19,14:55:29,38.3,Robert,positive,False,inquiry,N/A,N/A,CUST65797,AGENT3945,English,poor,no,no
call_000133.json,133,technical,2025-11-03,13:34:49,40.8,Robert,positive,True,connectivity,N/A,N/A,CUST71455,AGENT8438,English,poor,no,no
call_000134.json,134,billing,2025-09-23,10:16:50,40.9,Lisa,neutral,True,account,N/A,N/A,CUST73559,AGENT3962,English,excellent,no,yes
call_000135.json,135,sales,2025-08-14,08:06:58,51.4,Jennifer,neutral,N/A,complaint,False,Add-on Service,CUST93548,AGENT6797,English,poor,no,no
call_000136.json,136,billing,2025-08-24,10:24:42,41.5,Lisa,positive,False,inquiry,N/A,N/A,CUST34217,AGENT2816,English,good,no,no
call_000137.json,137,technical,2025-10-31,17:46:16,44.5,Mike,negative,False,retention,N/A,N/A,CUST12459,AGENT9154,English,good,yes,yes
call_000138.json,138,retention,2025-10-02,14:57:06,44.1,Emily,neutral,False,technical_support,N/A,N/A,CUST73766,AGENT2390,English,poor,yes,yes
call_000139.json,139,support,2025-10-01,09:29:39,42.8,David,positive,False,device,N/A,N/A,CUST87469,AGENT2047,English,excellent,yes,no
call_000140.json,140,account,2025-11-09,10:59:05,37.6,David,positive,True,inquiry,N/A,N/A,CUST47189,AGENT7819,English,poor,yes,yes
call_000141.json,141,sales,2025-09-24,12:13:27,45.5,Lisa,negative,N/A,service_quality,True,Bundles,CUST53816,AGENT8424,English,excellent,yes,yes
call_000142.json,142,account,2025-08-21,13:17:12,40.6,Jennifer,positive,False,technical_support,N/A,N/A,CUST26673,AGENT1525,English,excellent,no,yes
call_000143.json,143,support,2025-09-06,08:27:33,48.2,James,neutral,True,sales_inquiry,N/A,N/A,CUST72818,AGENT2605,English,poor,no,yes
call_000144.json,144,support,2025-10-14,09:39:56,44.9,Sarah,negative,False,technical_support,N/A,N/A,CUST17184,AGENT9433,English,fair,yes,yes
call_000145.json,145,technical,2025-09-13,17:23:51,44.5,Robert,neutral,False,billing,N/A,N/A,CUST34687,AGENT8501,English,excellent,yes,no
call_000146.json,146,sales,2025-10-04,08:09:22,44.0,Lisa,positive,N/A,service_quality,False,Device,CUST69759,AGENT3725,English,good,no,yes
call_000147.json,147,sales,2025-08-29,15:21:44,47.2,Jennifer,positive,N/A,billing,True,Bundles,CUST72781,AGENT1656,English,good,yes,no
call_000148.json,148,support,2025-09-14,14:51:28,43.3,Emily,negative,False,service_quality,N/A,N/A,CUST31468,AGENT7944,English,poor,yes,yes
call_000149.json,149,sales,2025-09-08,11:01:07,48.8,David,neutral,N/A,service_quality,True,TV Package,CUST74625,AGENT2093,English,fair,no,no
call_000150.json,150,general,2025-08-14,12:17:43,43.6,Lisa,negative,False,technical_support,N/A,N/A,CUST22561,AGENT9755,English,fair,yes,yes
call_000151.json,151,sales,2025-10-01,10:13:08,48.7,Lisa,neutral,N/A,billing,True,Bundles,CUST65680,AGENT2830,English,excellent,yes,no
call_000152.json,152,general,2025-09-03,11:45:12,38.9,Emily,positive,True,service_quality,N/A,N/A,CUST32514,AGENT9800,English,excellent,yes,yes
call_000153.json,153,account,2025-11-01,15:43:23,43.1,James,neutral,False,device,N/A,N/A,CUST11675,AGENT9055,English,excellent,no,no
call_000154.json,154,account,2025-10-27,09:16:31,46.5,Mike,positive,False,retention,N/A,N/A,CUST40254,AGENT3205,English,excellent,yes,yes
call_000155.json,155,general,2025-09-22,15:29:02,42.3,Mike,neutral,False,connectivity,N/A,N/A,CUST33182,AGENT5965,English,good,no,no
call_000156.json,156,sales,2025-11-02,11:15:15,39.5,Lisa,negative,N/A,service_quality,True,Mobile Plan,CUST87664,AGENT2391,English,excellent,no,yes
call_000157.json,157,billing,2025-10-02,17:25:51,47.1,Jennifer,positive,False,account,N/A,N/A,CUST91863,AGENT2506,English,excellent,no,no
call_000158.json,158,support,2025-08-14,12:54:27,46.9,James,neutral,True,sales_inquiry,N/A,N/A,CUST51766,AGENT2055,English,good,no,no
call_000159.json,159,general,2025-09-18,13:42:42,42.4,Lisa,negative,False,billing,N/A,N/A,CUST62021,AGENT3302,English,good,yes,yes
call_000160.json,160,account,2025-08-24,08:53:47,44.7,Lisa,neutral,True,connectivity,N/A,N/A,CUST98027,AGENT4926,English,fair,no,no
call_000161.json,161,retention,2025-10-28,10:44:16,41.4,Robert,negative,False,complaint,N/A,N/A,CUST18698,AGENT6764,English,poor,no,no
call_000162.json,162,retention,2025-11-07,16:41:39,42.7,Sarah,positive,False,account,N/A,N/A,CUST21662,AGENT8576,English,good,no,yes
call_000163.json,163,support,2025-10-07,11:39:28,41.6,Emily,negative,False,account,N/A,N/A,CUST58449,AGENT8506,English,excellent,yes,no
call_000164.json,164,sales,2025-08-11,16:27:09,40.9,Robert,negative,N/A,service_quality,False,Add-on Service,CUST25314,AGENT6132,English,excellent,yes,no
call_000165.json,165,general,2025-09-07,09:54:46,44.8,Lisa,negative,True,device,N/A,N/A,CUST26207,AGENT6727,English,excellent,yes,no
call_000166.json,166,sales,2025-09-29,17:08:13,46.5,Jennifer,negative,N/A,connectivity,False,Device,CUST94363,AGENT5635,English,fair,yes,yes
call_000167.json,167,account,2025-08-21,14:05:02,42.5,Emily,positive,True,complaint,N/A,N/A,CUST54793,AGENT8594,English,good,yes,no
call_000168.json,168,account,2025-08-11,12:20:37,45.7,Mike,neutral,True,retention,N/A,N/A,CUST97852,AGENT8371,English,fair,no,yes
call_000169.json,169,sales,2025-08-21,16:12:05,36.6,Jennifer,positive,N/A,service_quality,False,Mobile Plan,CUST70742,AGENT3427,English,poor,no,yes
call_000170.json,170,support,2025-08-19,14:56:30,43.0,Jennifer,positive,False,billing,N/A,N/A,CUST74852,AGENT6681,English,poor,no,yes
call_000171.json,171,sales,2025-10-14,16:03:01,39.6,Lisa,negative,N/A,technical_support,True,Device,CUST44184,AGENT6849,English,good,yes,yes
call_000172.json,172,general,2025-10-20,12:45:28,42.4,Mike,neutral,False,complaint,N/A,N/A,CUST75325,AGENT2626,English,good,no,no
call_000173.json,173,general,2025-09-30,14:49:10,44.6,Jennifer,positive,False,sales_inquiry,N/A,N/A,CUST18056,AGENT7443,English,excellent,yes,yes
call_000174.json,174,retention,2025-09-01,12:13:05,42.6,Lisa,neutral,False,complaint,N/A,N/A,CUST82323,AGENT6115,English,fair,yes,yes
call_000175.json,175,support,2025-09-04,17:12:52,42.5,Lisa,positive,False,technical_support,N/A,N/A,CUST69547,AGENT2605,English,good,no,no
call_000176.json,176,support,2025-10-25,17:54:26,47.3,Mike,positive,True,billing,N/A,N/A,CUST25842,AGENT7055,English,fair,yes,yes
call_000177.json,177,support,2025-09-29,09:51:39,45.8,Robert,neutral,False,inquiry,N/A,N/A,CUST63690,AGENT7344,English,good,no,no
call_000178.json,178,account,2025-11-04,15:55:59,41.2,Sarah,negative,True,connectivity,N/A,N/A,CUST54558,AGENT8160,English,good,no,yes
call_000179.json,179,general,2025-10-06,08:20:29,43.9,Robert,neutral,True,complaint,N/A,N/A,CUST63356,AGENT2072,English,poor,yes,no
call_000180.json,180,retention,2025-08-14,14:22:53,47.1,David,positive,False,account,N/A,N/A,CUST86697,AGENT9361,English,fair,yes,yes
call_000181.json,181,retention,2025-09-02,09:50:56,44.2,Mike,neutral,False,billing,N/A,N/A,CUST80601,AGENT1507,English,poor,yes,no
call_000182.json,182,general,2025-08-31,11:42:47,45.2,Emily,negative,True,inquiry,N/A,N/A,CUST98103,AGENT3875,English,excellent,yes,yes
call_000183.json,183,sales,2025-10-16,13:05:56,42.1,Lisa,negative,N/A,inquiry,True,Add-on Service,CUST13325,AGENT4696,English,poor,yes,yes
call_000184.json,184,sales,2025-08-15,08:35:03,48.3,Jennifer,neutral,N/A,service_quality,True,Add-on Service,CUST59998,AGENT7581,English,excellent,no,yes
call_000185.json,185,general,2025-09-05,13:19:37,40.4,Sarah,neutral,True,complaint,N/A,N/A,CUST29087,AGENT3415,English,poor,no,no
call_000186.json,186,billing,2025-11-09,11:44:14,40.4,Robert,positive,False,retention,N/A,N/A,CUST91778,AGENT4492,English,good,no,no
call_000187.json,187,general,2025-10-26,13:59:13,39.8,Emily,positive,False,service_quality,N/A,N/A,CUST69795,AGENT4934,English,fair,no,yes
call_000188.json,188,account,2025-08-23,09:10:32,41.3,Emily,negative,False,sales_inquiry,N/A,N/A,CUST94550,AGENT9342,English,fair,no,no
